application_id,resume_skills,jd_skills
a0411,"['statistics', 'data structures', 'machine learning', 'python', 'sql', 'javascript']","['cloud', 'machine learning', 'python', 'javascript']"
a0412,"['statistics', 'data structures', 'machine learning', 'python', 'sql', 'javascript']","['data structures', 'machine learning', 'sql', 'javascript']"
a0413,"['statistics', 'data structures', 'machine learning', 'python', 'sql', 'javascript']","['ai', 'statistics', 'python', 'javascript']"
a0414,"['statistics', 'data structures', 'machine learning', 'python', 'sql', 'javascript']","['python', 'javascript']"
a0415,"['ai', 'statistics', 'data structures', 'machine learning', 'python', 'sql', 'javascript']","['ai', 'statistics', 'data structures', 'python', 'sql', 'javascript']"
a0416,"['data structures', 'machine learning', 'python', 'sql', 'javascript']","['ai', 'data structures', 'sql']"
a0417,"['statistics', 'data structures', 'machine learning', 'python', 'sql', 'javascript']","['backend', 'statistics', 'data structures', 'machine learning', 'python', 'sql', 'javascript']"
a0418,"['statistics', 'data structures', 'machine learning', 'python', 'sql', 'javascript']","['statistics', 'data structures', 'machine learning', 'python', 'sql']"
a0419,"['statistics', 'machine learning', 'python', 'sql', 'javascript']","['ai', 'data structures', 'machine learning', 'sql']"
a0420,"['statistics', 'data structures', 'machine learning', 'python', 'sql', 'javascript']","['statistics', 'data structures', 'python']"
a0421,"['statistics', 'data structures', 'machine learning', 'python', 'sql', 'javascript']","['ai', 'statistics', 'data structures', 'python', 'sql', 'javascript']"
a0422,"['statistics', 'data structures', 'machine learning', 'python', 'sql', 'javascript']","['ai', 'data structures', 'machine learning', 'python', 'javascript']"
a0423,"['statistics', 'data structures', 'machine learning', 'python', 'sql', 'javascript']","['statistics', 'data structures', 'machine learning', 'python', 'sql']"
a0424,"['statistics', 'data structures', 'machine learning', 'python', 'sql', 'javascript']","['ai', 'data structures', 'machine learning', 'sql']"
a0425,"['ai', 'statistics', 'data structures', 'machine learning', 'python', 'sql', 'javascript']","['data structures', 'machine learning', 'python', 'sql', 'javascript']"
a0426,"['statistics', 'data structures', 'machine learning', 'python', 'sql', 'javascript']","['statistics', 'data structures', 'machine learning', 'python', 'sql']"
a0427,"['statistics', 'data structures', 'machine learning', 'python', 'sql', 'javascript']","['statistics', 'data structures', 'machine learning', 'python', 'javascript']"
a0428,"['statistics', 'machine learning', 'python', 'sql', 'javascript']","['statistics', 'data structures', 'python']"
a0429,"['ai', 'statistics', 'data structures', 'machine learning', 'python', 'sql', 'javascript']","['statistics', 'data structures', 'machine learning', 'python', 'javascript']"
a0430,"['ai', 'statistics', 'data structures', 'machine learning', 'python', 'sql', 'javascript']","['ai', 'statistics', 'data structures', 'python', 'sql', 'javascript']"
a0431,"['statistics', 'data structures', 'machine learning', 'python', 'javascript']","['ai', 'statistics', 'python', 'sql', 'javascript']"
a0432,"['statistics', 'data structures', 'machine learning', 'python', 'sql', 'javascript']","['ai', 'statistics', 'data structures', 'machine learning', 'python', 'sql']"
a0433,"['statistics', 'data structures', 'machine learning', 'python', 'sql', 'javascript']","['statistics', 'data structures', 'machine learning', 'python', 'javascript']"
a0434,"['statistics', 'data structures', 'machine learning', 'python', 'javascript']","['ai', 'javascript']"
a0435,"['statistics', 'data structures', 'machine learning', 'sql', 'javascript']","['ai', 'statistics', 'data structures', 'machine learning', 'sql', 'javascript']"
a0436,"['statistics', 'data structures', 'machine learning', 'python', 'sql', 'javascript']","['ai', 'statistics', 'data structures', 'machine learning', 'sql', 'javascript']"
a0437,"['statistics', 'data structures', 'machine learning', 'python', 'sql', 'javascript']","['ai', 'statistics', 'data structures', 'python', 'sql', 'javascript']"
a0438,"['statistics', 'data structures', 'machine learning', 'python', 'sql', 'javascript']","['python', 'javascript']"
a0439,"['statistics', 'data structures', 'python', 'sql', 'javascript']","['ai', 'statistics', 'data structures', 'machine learning', 'python', 'javascript']"
a0440,"['ai', 'statistics', 'data structures', 'machine learning', 'python', 'sql', 'javascript']","['statistics', 'data structures', 'machine learning', 'sql', 'javascript']"
a0441,"['statistics', 'data structures', 'machine learning', 'python', 'sql', 'javascript']","['backend', 'statistics', 'data structures', 'machine learning', 'python', 'sql', 'javascript']"
a0442,"['statistics', 'data structures', 'machine learning', 'python', 'sql', 'javascript']","['ai', 'statistics', 'data structures', 'python', 'sql', 'javascript']"
a0443,"['statistics', 'data structures', 'machine learning', 'python', 'sql', 'javascript']","['python', 'javascript']"
a0444,"['statistics', 'machine learning', 'python', 'sql', 'javascript']","['statistics', 'data structures', 'machine learning', 'sql', 'javascript']"
a0445,"['statistics', 'data structures', 'machine learning', 'python', 'sql', 'javascript']","['python', 'javascript']"
a0446,"['statistics', 'data structures', 'machine learning', 'python', 'sql', 'javascript']","['ai', 'data structures', 'machine learning', 'sql']"
a0447,"['statistics', 'data structures', 'machine learning', 'python', 'sql', 'javascript']","['backend', 'statistics', 'data structures', 'machine learning', 'python', 'sql', 'javascript']"
a0448,"['statistics', 'data structures', 'machine learning', 'python', 'sql', 'javascript']","['backend', 'statistics', 'data structures', 'machine learning', 'python', 'sql', 'javascript']"
a0449,"['statistics', 'data structures', 'machine learning', 'python', 'sql', 'javascript']","['ai', 'statistics', 'data structures', 'machine learning', 'python', 'javascript']"
a0450,"['ai', 'statistics', 'data structures', 'machine learning', 'python', 'sql', 'javascript']","['statistics', 'data structures', 'machine learning', 'sql', 'javascript']"
a0451,"['ai', 'statistics', 'data structures', 'machine learning', 'python', 'sql', 'javascript']","['ai', 'data structures', 'machine learning', 'sql']"
a0452,"['statistics', 'data structures', 'machine learning', 'python', 'sql', 'javascript']","['backend', 'statistics', 'data structures', 'python', 'sql', 'javascript']"
a0453,"['statistics', 'data structures', 'machine learning', 'python', 'sql', 'javascript']","['backend', 'statistics', 'data structures', 'machine learning', 'python', 'sql', 'javascript']"
a0454,"['ai', 'statistics', 'data structures', 'machine learning', 'python', 'sql', 'javascript']","['statistics', 'data structures', 'machine learning', 'sql', 'javascript']"
a0455,"['statistics', 'data structures', 'machine learning', 'python', 'javascript']","['ai', 'statistics', 'data structures', 'machine learning', 'python', 'javascript']"
a0456,"['statistics', 'data structures', 'machine learning', 'python', 'sql', 'javascript']","['ai', 'statistics', 'python', 'sql', 'javascript']"
a0457,"['statistics', 'data structures', 'machine learning', 'python', 'sql', 'javascript']","['statistics', 'data structures', 'machine learning', 'python', 'sql']"
a0458,"['statistics', 'data structures', 'machine learning', 'python', 'sql', 'javascript']","['statistics', 'data structures', 'machine learning', 'python', 'sql']"
a0459,"['statistics', 'data structures', 'machine learning', 'python', 'sql', 'javascript']","['ai', 'statistics', 'data structures', 'python', 'sql', 'javascript']"
a0460,"['statistics', 'data structures', 'machine learning', 'python', 'sql', 'javascript']","['ai', 'data structures', 'sql']"
a0461,"['statistics', 'data structures', 'python', 'sql', 'javascript']","['ai', 'data structures', 'sql']"
a0462,"['statistics', 'data structures', 'machine learning', 'python', 'sql', 'javascript']","['ai', 'statistics', 'machine learning', 'python', 'javascript']"
a0463,"['ai', 'statistics', 'data structures', 'machine learning', 'python', 'sql', 'javascript']","['data structures', 'machine learning', 'sql', 'javascript']"
a0464,"['statistics', 'data structures', 'machine learning', 'python', 'sql', 'javascript']","['backend', 'statistics', 'data structures', 'machine learning', 'python', 'sql', 'javascript']"
a0465,"['statistics', 'data structures', 'machine learning', 'python', 'sql', 'javascript']","['data structures', 'machine learning', 'python', 'sql', 'javascript']"
a0466,"['ai', 'statistics', 'data structures', 'machine learning', 'python', 'sql', 'javascript']","['ai', 'data structures', 'machine learning', 'python', 'javascript']"
a0467,"['ai', 'statistics', 'data structures', 'machine learning', 'python', 'sql', 'javascript']","['ai', 'data structures', 'sql']"
a0468,"['statistics', 'data structures', 'machine learning', 'python', 'sql', 'javascript']","['backend', 'statistics', 'data structures', 'machine learning', 'python', 'sql', 'javascript']"
a0469,"['statistics', 'data structures', 'machine learning', 'python', 'sql', 'javascript']","['ai', 'statistics', 'data structures', 'machine learning', 'python', 'sql']"
a0470,"['ai', 'statistics', 'data structures', 'machine learning', 'python', 'sql', 'javascript']","['ai', 'statistics', 'python', 'sql', 'javascript']"
a0471,"['statistics', 'data structures', 'machine learning', 'python', 'sql', 'javascript']","['ai', 'statistics', 'python', 'sql', 'javascript']"
a0472,"['statistics', 'data structures', 'machine learning', 'python', 'sql', 'javascript']","['statistics', 'data structures', 'machine learning', 'python', 'sql']"
a0473,"['statistics', 'machine learning', 'python', 'sql', 'javascript']","['python', 'javascript']"
a0474,"['statistics', 'data structures', 'machine learning', 'python', 'sql', 'javascript']","['statistics', 'data structures', 'machine learning', 'python', 'sql', 'javascript']"
a0475,"['statistics', 'machine learning', 'python', 'javascript']","['ai', 'statistics', 'data structures', 'machine learning', 'python', 'javascript']"
a0476,"['statistics', 'data structures', 'machine learning', 'python', 'sql', 'javascript']","['ai', 'statistics', 'data structures', 'machine learning', 'sql', 'javascript']"
a0477,"['statistics', 'data structures', 'machine learning', 'python', 'sql', 'javascript']","['backend', 'statistics', 'data structures', 'machine learning', 'python', 'sql', 'javascript']"
a0478,"['statistics', 'data structures', 'machine learning', 'python', 'sql', 'javascript']","['python', 'javascript']"
a0479,"['ai', 'statistics', 'data structures', 'machine learning', 'python', 'sql', 'javascript']","['cloud', 'machine learning', 'python', 'javascript']"
a0480,"['statistics', 'data structures', 'machine learning', 'python', 'sql', 'javascript']","['ai', 'statistics', 'python', 'javascript']"
a0481,"['ai', 'statistics', 'data structures', 'machine learning', 'python', 'sql', 'javascript']","['ai', 'statistics', 'data structures', 'machine learning', 'javascript']"
a0482,"['ai', 'statistics', 'data structures', 'machine learning', 'python', 'sql', 'javascript']","['ai', 'statistics', 'data structures', 'machine learning', 'python', 'javascript']"
a0483,"['statistics', 'data structures', 'machine learning', 'python', 'sql', 'javascript']","['statistics', 'data structures', 'machine learning', 'python', 'sql', 'javascript']"
a0484,"['statistics', 'data structures', 'machine learning', 'python', 'sql']","['statistics', 'data structures', 'python']"
a0485,"['statistics', 'data structures', 'machine learning', 'python', 'sql', 'javascript']","['ai', 'statistics', 'data structures', 'machine learning', 'python', 'javascript']"
a0486,"['ai', 'statistics', 'data structures', 'machine learning', 'python', 'sql', 'javascript']","['statistics', 'data structures', 'machine learning', 'python', 'sql']"
a0487,"['statistics', 'data structures', 'machine learning', 'python', 'sql', 'javascript']","['statistics', 'data structures', 'machine learning', 'python', 'javascript']"
a0488,"['statistics', 'data structures', 'machine learning', 'python', 'sql', 'javascript']","['statistics', 'data structures', 'python']"
a0489,"['statistics', 'data structures', 'machine learning', 'python', 'sql', 'javascript']","['ai', 'data structures', 'sql']"
a0490,"['ai', 'statistics', 'data structures', 'machine learning', 'sql', 'javascript']","['data structures', 'machine learning', 'python', 'sql', 'javascript']"
a0491,"['statistics', 'data structures', 'machine learning', 'python', 'sql', 'javascript']","['ai', 'statistics', 'data structures', 'machine learning', 'python', 'javascript']"
a0492,"['statistics', 'data structures', 'machine learning', 'python', 'sql', 'javascript']","['ai', 'statistics', 'python', 'javascript']"
a0493,"['ai', 'statistics', 'data structures', 'machine learning', 'python', 'sql', 'javascript']","['cloud', 'machine learning', 'python', 'javascript']"
a0494,"['statistics', 'data structures', 'machine learning', 'python', 'sql', 'javascript']","['cloud', 'machine learning', 'python', 'javascript']"
a0495,"['statistics', 'data structures', 'machine learning', 'python', 'sql', 'javascript']","['data structures', 'machine learning', 'sql', 'javascript']"
a0496,"['statistics', 'data structures', 'machine learning', 'python', 'sql', 'javascript']","['ai', 'statistics', 'data structures', 'machine learning', 'javascript']"
a0497,"['statistics', 'data structures', 'machine learning', 'python', 'sql', 'javascript']","['ai', 'statistics', 'data structures', 'python', 'sql', 'javascript']"
a0498,"['ai', 'statistics', 'data structures', 'machine learning', 'python', 'sql', 'javascript']","['data structures', 'machine learning', 'sql', 'javascript']"
a0499,"['statistics', 'data structures', 'machine learning', 'python', 'sql', 'javascript']","['statistics', 'data structures', 'python']"
